Country,AnalysisType,CandidateTreatmentYear,Year,Gap,RMSPE_Pre,RMSPE_Post,RMSPE_Ratio
NZ,placebo,2006,2009,180.37239528751525,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2010,968.501625026729,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2011,1622.571647446799,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2012,2401.6814918528544,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2013,3527.404555777808,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2014,4241.860405259213,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2015,5037.8753655309265,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2016,4333.1670136049215,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2017,2514.751896576665,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2018,2420.105223114959,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2019,1918.9974438195932,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2020,2389.575846848362,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2021,1628.5912549587956,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2022,2634.5488236195524,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2006,2023,2703.4018610538915,997.805134427339,2639.450464942861,2.645256447249789
NZ,placebo,2007,2007,298.6452971315666,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2008,-736.1857670455356,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2009,-1233.2018533756345,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2010,-432.33418850502494,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2011,40.4016600908144,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2012,808.3062331142864,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2013,2260.176368734814,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2014,2375.4549439078546,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2015,3540.184530699262,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2016,3196.315737814679,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2017,1211.190928969103,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2018,870.1370721713392,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2019,182.53157290174568,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2020,783.9675689945361,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2021,187.29447718044685,893.4974118129654,1534.6837054724604,1.7176140469825039
NZ,placebo,2007,2022,571.8976512591762,893.4974118129654,1534.6837054724604,1.7176140469825039
